-4.4809,-3.8717,2.5776
-3.5704,-2.8848,0.1814
-2.6742,-1.9881,0.071399
-6.4304,-5.3839,7.9342
-5.1039,-3.9014,0.63131
-2.6875,-2.0043,0.22265
